brand,collection,product_name,material,reference,retail_price_usd,currency,category,source_url,date_captured,notes
Van Cleef & Arpels,Alhambra,Vintage Alhambra pendant,18K yellow gold Mother-of-pearl,VCARA45900,3100,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra/vcara45900---vintage-alhambra-pendant.html,2026-01-23,+5 stone variations available
Van Cleef & Arpels,Alhambra,Vintage Alhambra pendant,Yellow Gold (plain),VCARP4KL00,4150,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra/vcarp4kl00---vintage-alhambra-pendant.html,2026-01-23,Plain yellow gold variant
Van Cleef & Arpels,Alhambra,Vintage Alhambra pendant,Malachite,N/A,3650,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra/,2026-01-23,Malachite stone variant
Van Cleef & Arpels,Alhambra,Vintage Alhambra pendant,Rose Gold with Diamond,N/A,8450,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra/,2026-01-23,Diamond variant
Van Cleef & Arpels,Alhambra,Vintage Alhambra bracelet 5 motifs,Yellow Gold Mother-of-pearl,N/A,5050,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra.html,2026-01-23,+6 stone variations
Van Cleef & Arpels,Alhambra,Vintage Alhambra bracelet 5 motifs,Yellow Gold Diamond,VCARP4KN00,16900,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra/vcarp4kn00---vintage-alhambra-bracelet-5-motifs.html,2026-01-23,Diamond pave version
Van Cleef & Arpels,Alhambra,Vintage Alhambra necklace 10 motifs,Yellow Gold Mother-of-pearl,N/A,9650,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra.html,2026-01-23,+6 stone variations
Van Cleef & Arpels,Alhambra,Vintage Alhambra earrings,Yellow Gold Mother-of-pearl,N/A,4500,USD,Earrings,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra.html,2026-01-23,+6 stone variations
Van Cleef & Arpels,Alhambra,Vintage Alhambra Reversible Ring,Rose Gold Carnelian Diamond,N/A,6350,USD,Rings,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra.html,2026-01-23,+3 stone variations
Van Cleef & Arpels,Alhambra,Magic Alhambra transformable long necklace 15 motifs,Rose Gold Mother-of-pearl,N/A,35000,USD,Necklaces and Pendants,https://www.vancleefarpels.com/us/en/collections/jewelry/alhambra.html,2026-01-23,+1 stone variation
Van Cleef & Arpels,Perlee,Ludo Secret watch,Yellow Gold Diamond Mother-of-pearl,VCARPBM300,96500,USD,Watches,https://www.vancleefarpels.com/us/en/collections/watches/high-jewelry-watches/vcarpbm300---ludo-secret-watch.html,2026-01-23,High jewelry watch
Van Cleef & Arpels,Perlee,Perlee sweet clovers bracelet medium model,Yellow Gold Diamond,VCARP6X600,17700,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee/vcarp6x600---perlee-sweet-clovers-bracelet-medium-model.html,2026-01-23,Diamond pave version
Van Cleef & Arpels,Perlee,Perlee sweet clovers bracelet,Rose Gold Diamond,N/A,17700,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,
Van Cleef & Arpels,Perlee,Perlee signature bracelet,Yellow Gold,N/A,7250,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,Medium model
Van Cleef & Arpels,Perlee,Perlee signature bracelet,Rose Gold,N/A,7250,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,Medium model
Van Cleef & Arpels,Perlee,Perlee clovers bracelet,White Gold Diamond,N/A,31500,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,
Van Cleef & Arpels,Perlee,Perlee pearls of gold bracelet,Rose Gold,N/A,5150,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,
Van Cleef & Arpels,Perlee,Perlee clovers bracelet,Yellow Gold Diamond,N/A,29700,USD,Bracelets,https://www.vancleefarpels.com/us/en/collections/jewelry/perlee.html?category=bracelet,2026-01-23,
